"","inegi","name_ent","name_mun","concepto","est","cuidar","razon","faltan_est","ent"
"1","15001","Estado de México","Acambay de Ruíz Castañeda","guarderias",1,7545,130,57,"15"
"2","15001","Estado de México","Acambay de Ruíz Castañeda","asilos",0,5408,324,17,"15"
"3","15001","Estado de México","Acambay de Ruíz Castañeda","estancias",0,943,100,9,"15"
"4","15002","Estado de México","Acolman","guarderias",6,14274,130,104,"15"
"5","15002","Estado de México","Acolman","asilos",4,8391,324,22,"15"
"6","15002","Estado de México","Acolman","estancias",1,1250,100,12,"15"
"7","15004","Estado de México","Almoloya de Alquisiras","guarderias",1,1837,130,13,"15"
"8","15004","Estado de México","Almoloya de Alquisiras","asilos",0,1223,324,4,"15"
"9","15004","Estado de México","Almoloya de Alquisiras","estancias",0,200,100,2,"15"
"10","15005","Estado de México","Almoloya de Juárez","guarderias",2,18623,130,141,"15"
"11","15005","Estado de México","Almoloya de Juárez","asilos",0,9179,324,28,"15"
"12","15005","Estado de México","Almoloya de Juárez","estancias",0,1537,100,15,"15"
"13","15006","Estado de México","Almoloya del Río","guarderias",3,1278,130,7,"15"
"14","15006","Estado de México","Almoloya del Río","asilos",0,903,324,3,"15"
"15","15006","Estado de México","Almoloya del Río","estancias",0,148,100,1,"15"
"16","15009","Estado de México","Amecameca","guarderias",5,4871,130,32,"15"
"17","15009","Estado de México","Amecameca","asilos",0,3738,324,12,"15"
"18","15009","Estado de México","Amecameca","estancias",1,442,100,3,"15"
"19","15010","Estado de México","Apaxco","guarderias",5,3206,130,20,"15"
"20","15010","Estado de México","Apaxco","asilos",0,2162,324,7,"15"
"21","15010","Estado de México","Apaxco","estancias",0,467,100,5,"15"
"22","15011","Estado de México","Atenco","guarderias",5,6629,130,46,"15"
"23","15011","Estado de México","Atenco","asilos",0,3916,324,12,"15"
"24","15011","Estado de México","Atenco","estancias",0,634,100,6,"15"
"25","15012","Estado de México","Atizapán","guarderias",2,1358,130,8,"15"
"26","15012","Estado de México","Atizapán","asilos",0,583,324,2,"15"
"27","15012","Estado de México","Atizapán","estancias",0,104,100,1,"15"
"28","15013","Estado de México","Atizapán de Zaragoza","guarderias",36,41677,130,285,"15"
"29","15013","Estado de México","Atizapán de Zaragoza","asilos",2,45159,324,137,"15"
"30","15013","Estado de México","Atizapán de Zaragoza","estancias",1,5047,100,49,"15"
"31","15014","Estado de México","Atlacomulco","guarderias",9,12024,130,83,"15"
"32","15014","Estado de México","Atlacomulco","asilos",1,4847,324,14,"15"
"33","15014","Estado de México","Atlacomulco","estancias",0,885,100,9,"15"
"34","15015","Estado de México","Atlautla","guarderias",2,3431,130,24,"15"
"35","15015","Estado de México","Atlautla","asilos",0,2084,324,6,"15"
"36","15015","Estado de México","Atlautla","estancias",0,265,100,3,"15"
"37","15016","Estado de México","Axapusco","guarderias",2,2877,130,20,"15"
"38","15016","Estado de México","Axapusco","asilos",0,1959,324,6,"15"
"39","15016","Estado de México","Axapusco","estancias",0,262,100,3,"15"
"40","15017","Estado de México","Ayapango","guarderias",1,913,130,6,"15"
"41","15017","Estado de México","Ayapango","asilos",0,608,324,2,"15"
"42","15017","Estado de México","Ayapango","estancias",0,93,100,1,"15"
"43","15018","Estado de México","Calimaya","guarderias",4,6740,130,48,"15"
"44","15018","Estado de México","Calimaya","asilos",0,3552,324,11,"15"
"45","15018","Estado de México","Calimaya","estancias",0,401,100,4,"15"
"46","15019","Estado de México","Capulhuac","guarderias",6,3640,130,22,"15"
"47","15019","Estado de México","Capulhuac","asilos",0,2261,324,7,"15"
"48","15019","Estado de México","Capulhuac","estancias",0,327,100,3,"15"
"49","15020","Estado de México","Coacalco de Berriozábal","guarderias",36,21754,130,131,"15"
"50","15020","Estado de México","Coacalco de Berriozábal","asilos",1,25432,324,77,"15"
"51","15020","Estado de México","Coacalco de Berriozábal","estancias",1,3097,100,30,"15"
"52","15021","Estado de México","Coatepec Harinas","guarderias",3,5120,130,36,"15"
"53","15021","Estado de México","Coatepec Harinas","asilos",0,2578,324,8,"15"
"54","15021","Estado de México","Coatepec Harinas","estancias",0,322,100,3,"15"
"55","15023","Estado de México","Coyotepec","guarderias",3,3909,130,27,"15"
"56","15023","Estado de México","Coyotepec","asilos",0,2044,324,6,"15"
"57","15023","Estado de México","Coyotepec","estancias",0,309,100,3,"15"
"58","15024","Estado de México","Cuautitlán","guarderias",10,13711,130,95,"15"
"59","15024","Estado de México","Cuautitlán","asilos",3,8450,324,23,"15"
"60","15024","Estado de México","Cuautitlán","estancias",2,1444,100,12,"15"
"61","15025","Estado de México","Chalco","guarderias",33,37900,130,259,"15"
"62","15025","Estado de México","Chalco","asilos",1,17781,324,54,"15"
"63","15025","Estado de México","Chalco","estancias",0,3395,100,34,"15"
"64","15027","Estado de México","Chapultepec","guarderias",1,1146,130,8,"15"
"65","15027","Estado de México","Chapultepec","asilos",0,604,324,2,"15"
"66","15027","Estado de México","Chapultepec","estancias",0,82,100,1,"15"
"67","15028","Estado de México","Chiautla","guarderias",2,2973,130,21,"15"
"68","15028","Estado de México","Chiautla","asilos",0,1674,324,5,"15"
"69","15028","Estado de México","Chiautla","estancias",0,265,100,3,"15"
"70","15029","Estado de México","Chicoloapan","guarderias",11,20238,130,145,"15"
"71","15029","Estado de México","Chicoloapan","asilos",0,8840,324,27,"15"
"72","15029","Estado de México","Chicoloapan","estancias",0,2298,100,23,"15"
"73","15031","Estado de México","Chimalhuacán","guarderias",40,74471,130,533,"15"
"74","15031","Estado de México","Chimalhuacán","asilos",0,29992,324,93,"15"
"75","15031","Estado de México","Chimalhuacán","estancias",3,7435,100,71,"15"
"76","15032","Estado de México","Donato Guerra","guarderias",1,4965,130,37,"15"
"77","15032","Estado de México","Donato Guerra","asilos",0,1800,324,6,"15"
"78","15032","Estado de México","Donato Guerra","estancias",0,330,100,3,"15"
"79","15033","Estado de México","Ecatepec de Morelos","guarderias",119,140064,130,958,"15"
"80","15033","Estado de México","Ecatepec de Morelos","asilos",5,121978,324,371,"15"
"81","15033","Estado de México","Ecatepec de Morelos","estancias",15,16319,100,148,"15"
"82","15035","Estado de México","Huehuetoca","guarderias",10,16104,130,114,"15"
"83","15035","Estado de México","Huehuetoca","asilos",0,5216,324,16,"15"
"84","15035","Estado de México","Huehuetoca","estancias",0,1441,100,14,"15"
"85","15036","Estado de México","Hueypoxtla","guarderias",2,4702,130,34,"15"
"86","15036","Estado de México","Hueypoxtla","asilos",0,3062,324,9,"15"
"87","15036","Estado de México","Hueypoxtla","estancias",0,555,100,6,"15"
"88","15037","Estado de México","Huixquilucan","guarderias",18,25059,130,175,"15"
"89","15037","Estado de México","Huixquilucan","asilos",0,21682,324,67,"15"
"90","15037","Estado de México","Huixquilucan","estancias",0,2205,100,22,"15"
"91","15038","Estado de México","Isidro Fabela","guarderias",0,1313,130,10,"15"
"92","15038","Estado de México","Isidro Fabela","asilos",1,670,324,1,"15"
"93","15038","Estado de México","Isidro Fabela","estancias",0,159,100,2,"15"
"94","15039","Estado de México","Ixtapaluca","guarderias",36,48784,130,339,"15"
"95","15039","Estado de México","Ixtapaluca","asilos",3,23645,324,70,"15"
"96","15039","Estado de México","Ixtapaluca","estancias",3,5359,100,51,"15"
"97","15040","Estado de México","Ixtapan de la Sal","guarderias",7,3937,130,23,"15"
"98","15040","Estado de México","Ixtapan de la Sal","asilos",1,2486,324,7,"15"
"99","15040","Estado de México","Ixtapan de la Sal","estancias",1,412,100,3,"15"
"100","15042","Estado de México","Ixtlahuaca","guarderias",5,18159,130,135,"15"
"101","15042","Estado de México","Ixtlahuaca","asilos",0,8904,324,27,"15"
"102","15042","Estado de México","Ixtlahuaca","estancias",0,1627,100,16,"15"
"103","15043","Estado de México","Xalatlaco","guarderias",2,3374,130,24,"15"
"104","15043","Estado de México","Xalatlaco","asilos",0,1627,324,5,"15"
"105","15043","Estado de México","Xalatlaco","estancias",0,203,100,2,"15"
"106","15044","Estado de México","Jaltenco","guarderias",3,2399,130,15,"15"
"107","15044","Estado de México","Jaltenco","asilos",0,2393,324,7,"15"
"108","15044","Estado de México","Jaltenco","estancias",0,340,100,3,"15"
"109","15045","Estado de México","Jilotepec","guarderias",3,7716,130,56,"15"
"110","15045","Estado de México","Jilotepec","asilos",0,6924,324,21,"15"
"111","15045","Estado de México","Jilotepec","estancias",0,1094,100,11,"15"
"112","15048","Estado de México","Jocotitlán","guarderias",3,6460,130,47,"15"
"113","15048","Estado de México","Jocotitlán","asilos",0,4655,324,14,"15"
"114","15048","Estado de México","Jocotitlán","estancias",0,574,100,6,"15"
"115","15049","Estado de México","Joquicingo","guarderias",2,1785,130,12,"15"
"116","15049","Estado de México","Joquicingo","asilos",0,900,324,3,"15"
"117","15049","Estado de México","Joquicingo","estancias",0,111,100,1,"15"
"118","15050","Estado de México","Juchitepec","guarderias",3,2939,130,20,"15"
"119","15050","Estado de México","Juchitepec","asilos",0,1725,324,5,"15"
"120","15050","Estado de México","Juchitepec","estancias",1,238,100,1,"15"
"121","15051","Estado de México","Lerma","guarderias",12,16352,130,114,"15"
"122","15051","Estado de México","Lerma","asilos",1,8207,324,24,"15"
"123","15051","Estado de México","Lerma","estancias",1,1195,100,11,"15"
"124","15052","Estado de México","Malinalco","guarderias",2,2964,130,21,"15"
"125","15052","Estado de México","Malinalco","asilos",0,2173,324,7,"15"
"126","15052","Estado de México","Malinalco","estancias",0,439,100,4,"15"
"127","15053","Estado de México","Melchor Ocampo","guarderias",3,6153,130,44,"15"
"128","15053","Estado de México","Melchor Ocampo","asilos",0,3647,324,11,"15"
"129","15053","Estado de México","Melchor Ocampo","estancias",0,662,100,7,"15"
"130","15054","Estado de México","Metepec","guarderias",25,18739,130,119,"15"
"131","15054","Estado de México","Metepec","asilos",2,20269,324,61,"15"
"132","15054","Estado de México","Metepec","estancias",3,1741,100,14,"15"
"133","15055","Estado de México","Mexicaltzingo","guarderias",3,1314,130,7,"15"
"134","15055","Estado de México","Mexicaltzingo","asilos",1,821,324,2,"15"
"135","15055","Estado de México","Mexicaltzingo","estancias",0,78,100,1,"15"
"136","15057","Estado de México","Naucalpan de Juárez","guarderias",40,66780,130,474,"15"
"137","15057","Estado de México","Naucalpan de Juárez","asilos",3,80185,324,244,"15"
"138","15057","Estado de México","Naucalpan de Juárez","estancias",3,11557,100,113,"15"
"139","15058","Estado de México","Nezahualcóyotl","guarderias",85,84080,130,562,"15"
"140","15058","Estado de México","Nezahualcóyotl","asilos",2,100013,324,307,"15"
"141","15058","Estado de México","Nezahualcóyotl","estancias",4,13500,100,131,"15"
"142","15059","Estado de México","Nextlalpan","guarderias",1,6045,130,46,"15"
"143","15059","Estado de México","Nextlalpan","asilos",1,2225,324,6,"15"
"144","15059","Estado de México","Nextlalpan","estancias",0,418,100,4,"15"
"145","15060","Estado de México","Nicolás Romero","guarderias",16,34818,130,252,"15"
"146","15060","Estado de México","Nicolás Romero","asilos",1,25800,324,79,"15"
"147","15060","Estado de México","Nicolás Romero","estancias",0,4087,100,41,"15"
"148","15061","Estado de México","Nopaltepec","guarderias",0,952,130,7,"15"
"149","15061","Estado de México","Nopaltepec","asilos",0,896,324,3,"15"
"150","15061","Estado de México","Nopaltepec","estancias",1,88,100,0,"15"
"151","15062","Estado de México","Ocoyoacac","guarderias",10,6661,130,41,"15"
"152","15062","Estado de México","Ocoyoacac","asilos",0,4876,324,15,"15"
"153","15062","Estado de México","Ocoyoacac","estancias",0,834,100,8,"15"
"154","15063","Estado de México","Ocuilan","guarderias",2,4356,130,32,"15"
"155","15063","Estado de México","Ocuilan","asilos",0,2039,324,6,"15"
"156","15063","Estado de México","Ocuilan","estancias",0,499,100,5,"15"
"157","15065","Estado de México","Otumba","guarderias",1,3554,130,26,"15"
"158","15065","Estado de México","Otumba","asilos",0,2288,324,7,"15"
"159","15065","Estado de México","Otumba","estancias",0,268,100,3,"15"
"160","15067","Estado de México","Otzolotepec","guarderias",4,8911,130,65,"15"
"161","15067","Estado de México","Otzolotepec","asilos",1,4065,324,12,"15"
"162","15067","Estado de México","Otzolotepec","estancias",1,771,100,7,"15"
"163","15068","Estado de México","Ozumba","guarderias",2,3855,130,28,"15"
"164","15068","Estado de México","Ozumba","asilos",0,2056,324,6,"15"
"165","15068","Estado de México","Ozumba","estancias",0,326,100,3,"15"
"166","15070","Estado de México","La Paz","guarderias",20,28313,130,198,"15"
"167","15070","Estado de México","La Paz","asilos",1,17240,324,52,"15"
"168","15070","Estado de México","La Paz","estancias",3,3564,100,33,"15"
"169","15071","Estado de México","Polotitlán","guarderias",1,1655,130,12,"15"
"170","15071","Estado de México","Polotitlán","asilos",1,1278,324,3,"15"
"171","15071","Estado de México","Polotitlán","estancias",0,175,100,2,"15"
"172","15072","Estado de México","Rayón","guarderias",2,1481,130,9,"15"
"173","15072","Estado de México","Rayón","asilos",0,890,324,3,"15"
"174","15072","Estado de México","Rayón","estancias",0,153,100,2,"15"
"175","15073","Estado de México","San Antonio la Isla","guarderias",3,3028,130,20,"15"
"176","15073","Estado de México","San Antonio la Isla","asilos",1,1410,324,3,"15"
"177","15073","Estado de México","San Antonio la Isla","estancias",0,212,100,2,"15"
"178","15074","Estado de México","San Felipe del Progreso","guarderias",3,18984,130,143,"15"
"179","15074","Estado de México","San Felipe del Progreso","asilos",0,7229,324,22,"15"
"180","15074","Estado de México","San Felipe del Progreso","estancias",2,1066,100,9,"15"
"181","15075","Estado de México","San Martín de las Pirámides","guarderias",1,2685,130,20,"15"
"182","15075","Estado de México","San Martín de las Pirámides","asilos",0,1888,324,6,"15"
"183","15075","Estado de México","San Martín de las Pirámides","estancias",0,299,100,3,"15"
"184","15076","Estado de México","San Mateo Atenco","guarderias",12,10545,130,69,"15"
"185","15076","Estado de México","San Mateo Atenco","asilos",0,5158,324,16,"15"
"186","15076","Estado de México","San Mateo Atenco","estancias",0,723,100,7,"15"
"187","15080","Estado de México","Sultepec","guarderias",1,2929,130,22,"15"
"188","15080","Estado de México","Sultepec","asilos",0,2071,324,6,"15"
"189","15080","Estado de México","Sultepec","estancias",0,275,100,3,"15"
"190","15081","Estado de México","Tecámac","guarderias",38,41217,130,279,"15"
"191","15081","Estado de México","Tecámac","asilos",0,28925,324,89,"15"
"192","15081","Estado de México","Tecámac","estancias",2,4855,100,47,"15"
"193","15082","Estado de México","Tejupilco","guarderias",3,9857,130,73,"15"
"194","15082","Estado de México","Tejupilco","asilos",1,5292,324,15,"15"
"195","15082","Estado de México","Tejupilco","estancias",0,735,100,7,"15"
"196","15083","Estado de México","Temamatla","guarderias",1,1526,130,11,"15"
"197","15083","Estado de México","Temamatla","asilos",0,623,324,2,"15"
"198","15083","Estado de México","Temamatla","estancias",0,112,100,1,"15"
"199","15084","Estado de México","Temascalapa","guarderias",1,4308,130,32,"15"
"200","15084","Estado de México","Temascalapa","asilos",1,2741,324,7,"15"
"201","15084","Estado de México","Temascalapa","estancias",0,602,100,6,"15"
"202","15085","Estado de México","Temascalcingo","guarderias",2,7433,130,55,"15"
"203","15085","Estado de México","Temascalcingo","asilos",0,5362,324,17,"15"
"204","15085","Estado de México","Temascalcingo","estancias",0,803,100,8,"15"
"205","15086","Estado de México","Temascaltepec","guarderias",1,4127,130,31,"15"
