"","inegi","name_ent","name_mun","concepto","est","cuidar","razon","faltan_est","ent"
"1","18001","Nayarit","Acaponeta","guarderias",6,3643,130,22,"18"
"2","18001","Nayarit","Acaponeta","asilos",0,3631,324,11,"18"
"3","18001","Nayarit","Acaponeta","estancias",0,662,100,7,"18"
"4","18002","Nayarit","Ahuacatlán","guarderias",2,1492,130,9,"18"
"5","18002","Nayarit","Ahuacatlán","asilos",1,1615,324,4,"18"
"6","18002","Nayarit","Ahuacatlán","estancias",0,300,100,3,"18"
"7","18003","Nayarit","Amatlán de Cañas","guarderias",0,1095,130,8,"18"
"8","18003","Nayarit","Amatlán de Cañas","asilos",1,1631,324,4,"18"
"9","18003","Nayarit","Amatlán de Cañas","estancias",0,204,100,2,"18"
"10","18004","Nayarit","Compostela","guarderias",13,8095,130,49,"18"
"11","18004","Nayarit","Compostela","asilos",4,6918,324,17,"18"
"12","18004","Nayarit","Compostela","estancias",0,1200,100,12,"18"
"13","18005","Nayarit","Huajicori","guarderias",1,1740,130,12,"18"
"14","18005","Nayarit","Huajicori","asilos",0,852,324,3,"18"
"15","18005","Nayarit","Huajicori","estancias",0,132,100,1,"18"
"16","18006","Nayarit","Ixtlán del Río","guarderias",5,3386,130,21,"18"
"17","18006","Nayarit","Ixtlán del Río","asilos",1,2876,324,8,"18"
"18","18006","Nayarit","Ixtlán del Río","estancias",1,428,100,3,"18"
"19","18007","Nayarit","Jala","guarderias",4,2357,130,14,"18"
"20","18007","Nayarit","Jala","asilos",0,1595,324,5,"18"
"21","18007","Nayarit","Jala","estancias",0,225,100,2,"18"
"22","18008","Nayarit","Xalisco","guarderias",14,6438,130,36,"18"
"23","18008","Nayarit","Xalisco","asilos",0,4010,324,12,"18"
"24","18008","Nayarit","Xalisco","estancias",1,637,100,5,"18"
"25","18010","Nayarit","Rosamorada","guarderias",2,3625,130,26,"18"
"26","18010","Nayarit","Rosamorada","asilos",2,3439,324,9,"18"
"27","18010","Nayarit","Rosamorada","estancias",0,333,100,3,"18"
"28","18011","Nayarit","Ruíz","guarderias",3,2744,130,18,"18"
"29","18011","Nayarit","Ruíz","asilos",0,1873,324,6,"18"
"30","18011","Nayarit","Ruíz","estancias",0,356,100,4,"18"
"31","18012","Nayarit","San Blas","guarderias",3,3729,130,26,"18"
"32","18012","Nayarit","San Blas","asilos",1,4833,324,14,"18"
"33","18012","Nayarit","San Blas","estancias",0,642,100,6,"18"
"34","18013","Nayarit","San Pedro Lagunillas","guarderias",1,564,130,3,"18"
"35","18013","Nayarit","San Pedro Lagunillas","asilos",0,1239,324,4,"18"
"36","18013","Nayarit","San Pedro Lagunillas","estancias",0,87,100,1,"18"
"37","18014","Nayarit","Santa María del Oro","guarderias",5,2351,130,13,"18"
"38","18014","Nayarit","Santa María del Oro","asilos",0,2427,324,7,"18"
"39","18014","Nayarit","Santa María del Oro","estancias",0,308,100,3,"18"
"40","18015","Nayarit","Santiago Ixcuintla","guarderias",13,9087,130,57,"18"
"41","18015","Nayarit","Santiago Ixcuintla","asilos",3,8946,324,25,"18"
"42","18015","Nayarit","Santiago Ixcuintla","estancias",0,1261,100,13,"18"
"43","18016","Nayarit","Tecuala","guarderias",6,3346,130,20,"18"
"44","18016","Nayarit","Tecuala","asilos",1,4782,324,14,"18"
"45","18016","Nayarit","Tecuala","estancias",1,624,100,5,"18"
"46","18017","Nayarit","Tepic","guarderias",99,39116,130,202,"18"
"47","18017","Nayarit","Tepic","asilos",7,31239,324,89,"18"
"48","18017","Nayarit","Tepic","estancias",13,6339,100,50,"18"
"49","18018","Nayarit","Tuxpan","guarderias",4,2561,130,16,"18"
"50","18018","Nayarit","Tuxpan","asilos",2,3555,324,9,"18"
"51","18018","Nayarit","Tuxpan","estancias",0,504,100,5,"18"
"52","18020","Nayarit","Bahía de Banderas","guarderias",19,21086,130,143,"18"
"53","18020","Nayarit","Bahía de Banderas","asilos",2,10620,324,31,"18"
"54","18020","Nayarit","Bahía de Banderas","estancias",4,2098,100,17,"18"
"55","18009","Nayarit","Del Nayar","guarderias",0,0,130,0,"18"
"56","18009","Nayarit","Del Nayar","asilos",0,0,324,0,"18"
"57","18009","Nayarit","Del Nayar","estancias",0,0,100,0,"18"
"58","18019","Nayarit","La Yesca","guarderias",0,0,130,0,"18"
"59","18019","Nayarit","La Yesca","asilos",0,0,324,0,"18"
"60","18019","Nayarit","La Yesca","estancias",0,0,100,0,"18"
