"","inegi","name_ent","name_mun","concepto","est","cuidar","razon","faltan_est","ent"
"50","05026","Coahuila","Progreso","asilos",1,329,324,0,"05"
"51","05026","Coahuila","Progreso","estancias",0,55,100,1,"05"
"52","05027","Coahuila","Ramos Arizpe","guarderias",9,14218,130,100,"05"
"53","05027","Coahuila","Ramos Arizpe","asilos",0,4825,324,15,"05"
"54","05027","Coahuila","Ramos Arizpe","estancias",1,1484,100,14,"05"
"55","05028","Coahuila","Sabinas","guarderias",4,6845,130,49,"05"
"56","05028","Coahuila","Sabinas","asilos",1,5361,324,16,"05"
"57","05028","Coahuila","Sabinas","estancias",0,726,100,7,"05"
"58","05030","Coahuila","Saltillo","guarderias",99,96266,130,642,"05"
"59","05030","Coahuila","Saltillo","asilos",4,56123,324,169,"05"
"60","05030","Coahuila","Saltillo","estancias",3,9311,100,90,"05"
"61","05031","Coahuila","San Buenaventura","guarderias",4,2656,130,16,"05"
"62","05031","Coahuila","San Buenaventura","asilos",0,1992,324,6,"05"
"63","05031","Coahuila","San Buenaventura","estancias",1,500,100,4,"05"
"64","05032","Coahuila","San Juan de Sabinas","guarderias",1,4460,130,33,"05"
"65","05032","Coahuila","San Juan de Sabinas","asilos",1,4208,324,12,"05"
"66","05032","Coahuila","San Juan de Sabinas","estancias",0,451,100,5,"05"
"67","05033","Coahuila","San Pedro","guarderias",3,12069,130,90,"05"
"68","05033","Coahuila","San Pedro","asilos",1,7794,324,23,"05"
"69","05033","Coahuila","San Pedro","estancias",1,1444,100,13,"05"
"70","05034","Coahuila","Sierra Mojada","guarderias",1,888,130,6,"05"
"71","05034","Coahuila","Sierra Mojada","asilos",0,315,324,1,"05"
"72","05034","Coahuila","Sierra Mojada","estancias",0,67,100,1,"05"
"73","05035","Coahuila","Torreón","guarderias",89,71729,130,463,"05"
"74","05035","Coahuila","Torreón","asilos",5,56239,324,169,"05"
"75","05035","Coahuila","Torreón","estancias",10,7296,100,63,"05"
"76","05036","Coahuila","Viesca","guarderias",1,2192,130,16,"05"
"77","05036","Coahuila","Viesca","asilos",0,1681,324,5,"05"
"78","05036","Coahuila","Viesca","estancias",0,252,100,3,"05"
"79","05038","Coahuila","Zaragoza","guarderias",1,1461,130,10,"05"
"80","05038","Coahuila","Zaragoza","asilos",1,1112,324,2,"05"
"81","05038","Coahuila","Zaragoza","estancias",0,226,100,2,"05"
"82","05001","Coahuila","Abasolo","guarderias",0,0,130,0,"05"
"83","05001","Coahuila","Abasolo","asilos",0,0,324,0,"05"
"84","05001","Coahuila","Abasolo","estancias",0,0,100,0,"05"
"85","05008","Coahuila","Escobedo","guarderias",0,0,130,0,"05"
"86","05008","Coahuila","Escobedo","asilos",0,0,324,0,"05"
"87","05008","Coahuila","Escobedo","estancias",0,0,100,0,"05"
"88","05011","Coahuila","General Cepeda","guarderias",0,0,130,0,"05"
"89","05011","Coahuila","General Cepeda","asilos",0,0,324,0,"05"
"90","05011","Coahuila","General Cepeda","estancias",0,0,100,0,"05"
"91","05012","Coahuila","Guerrero","guarderias",0,0,130,0,"05"
"92","05012","Coahuila","Guerrero","asilos",0,0,324,0,"05"
"93","05012","Coahuila","Guerrero","estancias",0,0,100,0,"05"
"94","05013","Coahuila","Hidalgo","guarderias",0,0,130,0,"05"
"95","05013","Coahuila","Hidalgo","asilos",0,0,324,0,"05"
"96","05013","Coahuila","Hidalgo","estancias",0,0,100,0,"05"
"97","05014","Coahuila","Jiménez","guarderias",0,0,130,0,"05"
"98","05014","Coahuila","Jiménez","asilos",0,0,324,0,"05"
"99","05014","Coahuila","Jiménez","estancias",0,0,100,0,"05"
"100","05016","Coahuila","Lamadrid","guarderias",0,0,130,0,"05"
"101","05016","Coahuila","Lamadrid","asilos",0,0,324,0,"05"
"102","05016","Coahuila","Lamadrid","estancias",0,0,100,0,"05"
"103","05021","Coahuila","Nadadores","guarderias",0,0,130,0,"05"
"104","05021","Coahuila","Nadadores","asilos",0,0,324,0,"05"
"105","05021","Coahuila","Nadadores","estancias",0,0,100,0,"05"
"106","05023","Coahuila","Ocampo","guarderias",0,0,130,0,"05"
"107","05023","Coahuila","Ocampo","asilos",0,0,324,0,"05"
"108","05023","Coahuila","Ocampo","estancias",0,0,100,0,"05"
"109","05029","Coahuila","Sacramento","guarderias",0,0,130,0,"05"
"110","05029","Coahuila","Sacramento","asilos",0,0,324,0,"05"
"111","05029","Coahuila","Sacramento","estancias",0,0,100,0,"05"
"112","05037","Coahuila","Villa Unión","guarderias",0,0,130,0,"05"
"113","05037","Coahuila","Villa Unión","asilos",0,0,324,0,"05"
"114","05037","Coahuila","Villa Unión","estancias",0,0,100,0,"05"
