"","inegi","name_ent","name_mun","concepto","est","cuidar","razon","faltan_est","ent"
"1","13001","Hidalgo","Acatlán","guarderias",1,2491,130,18,"13"
"2","13001","Hidalgo","Acatlán","asilos",0,1752,324,5,"13"
"3","13001","Hidalgo","Acatlán","estancias",1,266,100,2,"13"
"4","13002","Hidalgo","Acaxochitlán","guarderias",0,6262,130,48,"13"
"5","13002","Hidalgo","Acaxochitlán","asilos",0,2672,324,8,"13"
"6","13002","Hidalgo","Acaxochitlán","estancias",1,338,100,2,"13"
"7","13003","Hidalgo","Actopan","guarderias",8,5223,130,32,"13"
"8","13003","Hidalgo","Actopan","asilos",0,4968,324,15,"13"
"9","13003","Hidalgo","Actopan","estancias",0,734,100,7,"13"
"10","13004","Hidalgo","Agua Blanca de Iturbide","guarderias",1,1056,130,7,"13"
"11","13004","Hidalgo","Agua Blanca de Iturbide","asilos",0,906,324,3,"13"
"12","13004","Hidalgo","Agua Blanca de Iturbide","estancias",0,128,100,1,"13"
"13","13005","Hidalgo","Ajacuba","guarderias",1,1818,130,13,"13"
"14","13005","Hidalgo","Ajacuba","asilos",0,1605,324,5,"13"
"15","13005","Hidalgo","Ajacuba","estancias",0,204,100,2,"13"
"16","13006","Hidalgo","Alfajayucan","guarderias",1,1710,130,12,"13"
"17","13006","Hidalgo","Alfajayucan","asilos",0,1971,324,6,"13"
"18","13006","Hidalgo","Alfajayucan","estancias",0,388,100,4,"13"
"19","13007","Hidalgo","Almoloya","guarderias",1,1221,130,8,"13"
"20","13007","Hidalgo","Almoloya","asilos",0,1004,324,3,"13"
"21","13007","Hidalgo","Almoloya","estancias",0,140,100,1,"13"
"22","13008","Hidalgo","Apan","guarderias",4,4291,130,29,"13"
"23","13008","Hidalgo","Apan","asilos",0,4269,324,13,"13"
"24","13008","Hidalgo","Apan","estancias",1,455,100,4,"13"
"25","13010","Hidalgo","Atitalaquia","guarderias",6,2746,130,15,"13"
"26","13010","Hidalgo","Atitalaquia","asilos",0,2047,324,6,"13"
"27","13010","Hidalgo","Atitalaquia","estancias",0,299,100,3,"13"
"28","13012","Hidalgo","Atotonilco el Grande","guarderias",0,3188,130,25,"13"
"29","13012","Hidalgo","Atotonilco el Grande","asilos",1,2421,324,6,"13"
"30","13012","Hidalgo","Atotonilco el Grande","estancias",0,394,100,4,"13"
"31","13013","Hidalgo","Atotonilco de Tula","guarderias",5,6184,130,43,"13"
"32","13013","Hidalgo","Atotonilco de Tula","asilos",0,2523,324,8,"13"
"33","13013","Hidalgo","Atotonilco de Tula","estancias",1,545,100,4,"13"
"34","13014","Hidalgo","Calnali","guarderias",1,1332,130,9,"13"
"35","13014","Hidalgo","Calnali","asilos",0,2297,324,7,"13"
"36","13014","Hidalgo","Calnali","estancias",0,215,100,2,"13"
"37","13016","Hidalgo","Cuautepec de Hinojosa","guarderias",3,6163,130,44,"13"
"38","13016","Hidalgo","Cuautepec de Hinojosa","asilos",0,4729,324,15,"13"
"39","13016","Hidalgo","Cuautepec de Hinojosa","estancias",0,552,100,6,"13"
"40","13017","Hidalgo","Chapantongo","guarderias",1,1241,130,9,"13"
"41","13017","Hidalgo","Chapantongo","asilos",0,1420,324,4,"13"
"42","13017","Hidalgo","Chapantongo","estancias",0,150,100,2,"13"
"43","13021","Hidalgo","Emiliano Zapata","guarderias",3,1383,130,8,"13"
"44","13021","Hidalgo","Emiliano Zapata","asilos",0,1325,324,4,"13"
"45","13021","Hidalgo","Emiliano Zapata","estancias",1,146,100,0,"13"
"46","13022","Hidalgo","Epazoyucan","guarderias",1,1307,130,9,"13"
"47","13022","Hidalgo","Epazoyucan","asilos",0,1418,324,4,"13"
"48","13022","Hidalgo","Epazoyucan","estancias",0,118,100,1,"13"
"49","13023","Hidalgo","Francisco I. Madero","guarderias",6,3287,130,19,"13"
"50","13023","Hidalgo","Francisco I. Madero","asilos",0,3009,324,9,"13"
"51","13023","Hidalgo","Francisco I. Madero","estancias",0,268,100,3,"13"
"52","13025","Hidalgo","Huautla","guarderias",1,2048,130,15,"13"
"53","13025","Hidalgo","Huautla","asilos",0,3401,324,10,"13"
"54","13025","Hidalgo","Huautla","estancias",0,325,100,3,"13"
"55","13028","Hidalgo","Huejutla de Reyes","guarderias",7,13488,130,97,"13"
"56","13028","Hidalgo","Huejutla de Reyes","asilos",0,10181,324,31,"13"
"57","13028","Hidalgo","Huejutla de Reyes","estancias",1,1435,100,13,"13"
"58","13029","Hidalgo","Huichapan","guarderias",3,4705,130,33,"13"
"59","13029","Hidalgo","Huichapan","asilos",0,4355,324,13,"13"
"60","13029","Hidalgo","Huichapan","estancias",0,610,100,6,"13"
