"","inegi","name_ent","name_mun","concepto","est","cuidar","razon","faltan_est","ent"
"1","16002","Michoacán","Aguililla","guarderias",0,1829,130,14,"16"
"2","16002","Michoacán","Aguililla","asilos",1,1490,324,4,"16"
"3","16002","Michoacán","Aguililla","estancias",0,163,100,2,"16"
"4","16003","Michoacán","Álvaro Obregón","guarderias",1,2769,130,20,"16"
"5","16003","Michoacán","Álvaro Obregón","asilos",1,1838,324,5,"16"
"6","16003","Michoacán","Álvaro Obregón","estancias",0,236,100,2,"16"
"7","16004","Michoacán","Angamacutiro","guarderias",1,1482,130,10,"16"
"8","16004","Michoacán","Angamacutiro","asilos",0,1885,324,6,"16"
"9","16004","Michoacán","Angamacutiro","estancias",0,201,100,2,"16"
"10","16006","Michoacán","Apatzingán","guarderias",8,14921,130,107,"16"
"11","16006","Michoacán","Apatzingán","asilos",1,9134,324,27,"16"
"12","16006","Michoacán","Apatzingán","estancias",2,1511,100,13,"16"
"13","16009","Michoacán","Ario","guarderias",1,4406,130,33,"16"
"14","16009","Michoacán","Ario","asilos",0,2934,324,9,"16"
"15","16009","Michoacán","Ario","estancias",0,542,100,5,"16"
"16","16012","Michoacán","Buenavista","guarderias",2,5749,130,42,"16"
"17","16012","Michoacán","Buenavista","asilos",0,3294,324,10,"16"
"18","16012","Michoacán","Buenavista","estancias",0,514,100,5,"16"
"19","16014","Michoacán","Coahuayana","guarderias",1,2132,130,15,"16"
"20","16014","Michoacán","Coahuayana","asilos",0,1430,324,4,"16"
"21","16014","Michoacán","Coahuayana","estancias",1,202,100,1,"16"
"22","16015","Michoacán","Coalcomán de Vázquez Pallares","guarderias",1,2207,130,16,"16"
"23","16015","Michoacán","Coalcomán de Vázquez Pallares","asilos",1,1988,324,5,"16"
"24","16015","Michoacán","Coalcomán de Vázquez Pallares","estancias",0,232,100,2,"16"
"25","16019","Michoacán","Cotija","guarderias",1,2352,130,17,"16"
"26","16019","Michoacán","Cotija","asilos",1,2076,324,5,"16"
"27","16019","Michoacán","Cotija","estancias",0,251,100,3,"16"
"28","16020","Michoacán","Cuitzeo","guarderias",2,2942,130,21,"16"
"29","16020","Michoacán","Cuitzeo","asilos",0,2814,324,9,"16"
"30","16020","Michoacán","Cuitzeo","estancias",0,387,100,4,"16"
"31","16022","Michoacán","Charo","guarderias",4,2311,130,14,"16"
"32","16022","Michoacán","Charo","asilos",0,1938,324,6,"16"
"33","16022","Michoacán","Charo","estancias",0,328,100,3,"16"
"34","16024","Michoacán","Cherán","guarderias",2,2713,130,19,"16"
"35","16024","Michoacán","Cherán","asilos",0,1464,324,5,"16"
"36","16024","Michoacán","Cherán","estancias",1,157,100,1,"16"
"37","16025","Michoacán","Chilchota","guarderias",2,4836,130,35,"16"
"38","16025","Michoacán","Chilchota","asilos",0,3085,324,10,"16"
"39","16025","Michoacán","Chilchota","estancias",0,520,100,5,"16"
"40","16028","Michoacán","Churintzio","guarderias",1,429,130,2,"16"
"41","16028","Michoacán","Churintzio","asilos",0,1023,324,3,"16"
"42","16028","Michoacán","Churintzio","estancias",0,118,100,1,"16"
"43","16032","Michoacán","Erongarícuaro","guarderias",1,1722,130,12,"16"
"44","16032","Michoacán","Erongarícuaro","asilos",0,1603,324,5,"16"
"45","16032","Michoacán","Erongarícuaro","estancias",0,124,100,1,"16"
"46","16033","Michoacán","Gabriel Zamora","guarderias",1,2614,130,19,"16"
"47","16033","Michoacán","Gabriel Zamora","asilos",0,1702,324,5,"16"
"48","16033","Michoacán","Gabriel Zamora","estancias",0,273,100,3,"16"
"49","16034","Michoacán","Hidalgo","guarderias",8,15109,130,108,"16"
"50","16034","Michoacán","Hidalgo","asilos",1,9415,324,28,"16"
"51","16034","Michoacán","Hidalgo","estancias",1,1135,100,10,"16"
"52","16035","Michoacán","La Huacana","guarderias",1,3837,130,29,"16"
"53","16035","Michoacán","La Huacana","asilos",0,2966,324,9,"16"
"54","16035","Michoacán","La Huacana","estancias",0,634,100,6,"16"
"55","16037","Michoacán","Huaniqueo","guarderias",1,542,130,3,"16"
"56","16037","Michoacán","Huaniqueo","asilos",0,1771,324,5,"16"
"57","16037","Michoacán","Huaniqueo","estancias",0,142,100,1,"16"
"58","16038","Michoacán","Huetamo","guarderias",2,5195,130,38,"16"
"59","16038","Michoacán","Huetamo","asilos",1,3664,324,10,"16"
"60","16038","Michoacán","Huetamo","estancias",0,393,100,4,"16"
"61","16039","Michoacán","Huiramba","guarderias",1,988,130,7,"16"
"62","16039","Michoacán","Huiramba","asilos",0,671,324,2,"16"
"63","16039","Michoacán","Huiramba","estancias",1,126,100,0,"16"
"64","16040","Michoacán","Indaparapeo","guarderias",2,2107,130,14,"16"
"65","16040","Michoacán","Indaparapeo","asilos",0,1381,324,4,"16"
"66","16040","Michoacán","Indaparapeo","estancias",0,196,100,2,"16"
"67","16041","Michoacán","Irimbo","guarderias",1,2020,130,15,"16"
"68","16041","Michoacán","Irimbo","asilos",0,1190,324,4,"16"
"69","16041","Michoacán","Irimbo","estancias",0,215,100,2,"16"
"70","16043","Michoacán","Jacona","guarderias",6,8232,130,57,"16"
"71","16043","Michoacán","Jacona","asilos",0,4926,324,15,"16"
"72","16043","Michoacán","Jacona","estancias",3,843,100,5,"16"
"73","16045","Michoacán","Jiquilpan","guarderias",3,3476,130,24,"16"
"74","16045","Michoacán","Jiquilpan","asilos",1,3946,324,11,"16"
"75","16045","Michoacán","Jiquilpan","estancias",0,409,100,4,"16"
"76","16047","Michoacán","Jungapeo","guarderias",1,2344,130,17,"16"
"77","16047","Michoacán","Jungapeo","asilos",0,1798,324,6,"16"
"78","16047","Michoacán","Jungapeo","estancias",0,237,100,2,"16"
"79","16048","Michoacán","Lagunillas","guarderias",1,590,130,4,"16"
"80","16048","Michoacán","Lagunillas","asilos",0,660,324,2,"16"
